transaction_id,transaction_datetime,account_id,customer_id,channel,type,status,category,subcategory,merchant,mcc,amount_brl,currency,installments,card_present,authorization_code,city,state,country,is_fraud,has_chargeback,balance_after_brl
T00003009,2024-11-30 00:59:12,A000739,C00278,TED,Débito,Aprovada,Alimentação,Restaurante,Sabor & Cia,5812.0,1548.75,BRL,1,,,Contagem,MG,Brasil,False,False,2946.59
T00003010,2025-12-26 02:09:30,A000436,C00091,PIX,Débito,Aprovada,Transporte,Pedágio,Veloe,4784.0,195.61,BRL,1,,,Olinda,PE,Brasil,False,False,0.0
T00003011,2025-04-27 13:58:08,A000495,C00943,PIX,Débito,Aprovada,Impostos,IPTU,Prefeitura Municipal,9399.0,1126.38,BRL,1,,,Belo Horizonte,MG,Brasil,False,False,5854.74
T00003012,2025-07-21 17:26:23,A000646,C01088,Saque ATM,Débito,Aprovada,Serviços,Assinatura,Adobe,4899.0,200.0,BRL,1,,,Maringá,PR,Brasil,False,False,3634.79
T00003013,2024-09-16 22:09:28,A000133,C00450,Cartão Presencial,Crédito,Aprovada,Serviços,Telefonia,Vivo,4814.0,46.45,BRL,1,True,LQCZRW,Vitória da Conquista,BA,Brasil,False,False,5130.04
T00003014,2025-11-26 11:45:59,A000850,C00952,PIX,Débito,Aprovada,Compras,Eletrônicos,TechHouse,5732.0,211.16,BRL,1,,,Contagem,MG,Brasil,False,False,6508.45
T00003015,2025-09-30 15:31:55,A000057,C01131,App,Débito,Aprovada,Transporte,Estacionamento,Estacione Bem,7523.0,112.82,BRL,1,,,Feira de Santana,BA,Brasil,False,False,2364.61
T00003016,2025-08-26 18:55:56,A000318,C00932,Cartão Presencial,Crédito,Aprovada,Alimentação,Delivery,Rappi,5812.0,135.01,BRL,1,True,3NNSHD,São Paulo,SP,Brasil,False,False,2990.63
T00003017,2025-08-22 23:03:14,A001903,C01344,App,Débito,Falha,Alimentação,Restaurante,Sabor & Cia,5812.0,727.11,BRL,1,,,Salvador,BA,Brasil,False,False,4171.94
T00003018,2025-02-11 19:51:37,A000162,C00697,Cartão Presencial,Crédito,Estornada,Serviços,Assinatura,Microsoft 365,4899.0,103.72,BRL,1,True,,Maringá,PR,Brasil,False,False,2098.17
T00003019,2025-04-16 00:51:53,A000855,C00689,PIX,Débito,Aprovada,Compras,Livraria,Saraiva,5942.0,860.84,BRL,1,,,Juiz de Fora,MG,Brasil,False,False,1984.11
T00003020,2025-08-21 08:53:45,A001544,C00909,PIX,Débito,Aprovada,Saúde,Farmácia,Raia,5912.0,1134.47,BRL,1,,,Juiz de Fora,MG,Brasil,False,False,6756.74
T00003021,2024-10-06 01:37:26,A001775,C00683,Cartão Presencial,Crédito,Aprovada,Saúde,Farmácia,Pague Menos,5912.0,182.12,BRL,5,True,2J5R3F,Canoas,RS,Brasil,False,False,4504.84
T00003022,2026-01-02 02:34:54,A001629,C00718,PIX,Débito,Falha,Serviços,Internet,Vivo Fibra,4816.0,1760.68,BRL,1,,,Juiz de Fora,MG,Brasil,False,False,1216.92
T00003023,2024-12-18 15:07:56,A001332,C01405,PIX,Débito,Aprovada,Transporte,Aplicativo,InDrive,4121.0,66.92,BRL,1,,,Goiânia,GO,Brasil,False,False,4766.3
T00003024,2025-01-13 03:24:10,A001893,C01345,PIX,Débito,Aprovada,Compras,Livraria,Livraria Cultura,5942.0,493.15,BRL,1,,,Brasília,DF,Brasil,False,False,546.75
T00003025,2025-11-22 06:36:22,A000483,C00844,PIX,Débito,Aprovada,Habitação,Condomínio,Condomínio Alpha,6536.0,13347.58,BRL,1,,,Santos,SP,Brasil,False,False,0.0
T00003026,2025-07-14 17:22:45,A001759,C00943,Cartão Presencial,Crédito,Aprovada,Alimentação,Restaurante,Churras Grill,5812.0,126.96,BRL,1,True,5VFDD5,Feira de Santana,BA,Brasil,False,False,1713.26
T00003027,2025-06-14 05:59:00,A001357,C00069,Boleto,Débito,Aprovada,Compras,Livraria,Livraria Cultura,5942.0,1265.32,BRL,1,,,Brasília,DF,Brasil,False,False,0.0
T00003028,2024-09-11 06:12:17,A000842,C01214,Cartão Online,Débito,Aprovada,Impostos,IPVA,Detran,9399.0,125.25,BRL,1,False,6NRYQ8,São José dos Campos,SP,Brasil,False,False,0.0
T00003029,2025-09-30 10:03:08,A002072,C00295,Cartão Online,Débito,Pendente,Habitação,Luz,Enel,4900.0,114.29,BRL,1,False,,Vitória da Conquista,BA,Brasil,False,False,3860.0
T00003030,2024-09-18 18:15:43,A001489,C00478,PIX,Débito,Aprovada,Habitação,Aluguel,Imobiliária Alpha,6513.0,1260.93,BRL,1,,,Ribeirão Preto,SP,Brasil,False,False,731.55
T00003031,2025-06-26 07:02:05,A000424,C00417,Cartão Presencial,Crédito,Aprovada,Compras,Vestuário,Loja Fashion,5651.0,148.91,BRL,2,True,B6LK5Y,Belo Horizonte,MG,Brasil,False,False,2707.24
T00003032,2025-11-29 10:17:40,A001226,C01341,Internet Banking,Débito,Aprovada,Saúde,Farmácia,Raia,5912.0,69.45,BRL,1,,,Maringá,PR,Brasil,False,False,0.0
T00003033,2025-03-21 20:56:42,A000142,C00328,Cartão Presencial,Crédito,Aprovada,Saúde,Clínica,Clínica Vida,8099.0,66.54,BRL,1,True,QUJFY2,Florianópolis,SC,Brasil,False,False,1271.1
T00003034,2024-11-02 00:55:57,A000845,C00503,PIX,Débito,Aprovada,Compras,Vestuário,Loja Fashion,5651.0,335.29,BRL,1,,,Caxias do Sul,RS,Brasil,False,False,0.0
T00003035,2024-10-26 22:29:04,A000167,C00930,Cartão Online,Crédito,Aprovada,Compras,E-commerce,Americanas,5969.0,124.53,BRL,5,False,2JXZ53,Joinville,SC,Brasil,False,False,7249.55
T00003036,2026-02-23 06:41:13,A000465,C00733,Cartão Presencial,Crédito,Aprovada,Saúde,Hospital,Santa Casa,,51.12,BRL,1,True,3CY6R3,Blumenau,SC,Brasil,False,False,1326.61
T00003037,2025-02-08 05:17:59,A000137,C00187,Cartão Online,Crédito,Aprovada,Saúde,Laboratório,Fleury,8071.0,70.32,BRL,1,False,QY7TPE,Canoas,RS,Brasil,False,False,0.0
T00003038,2025-01-15 14:02:59,A001006,C00321,Boleto,Débito,Aprovada,Saúde,Clínica,Doctor Now,8099.0,1825.95,BRL,1,,,Caxias do Sul,RS,Brasil,False,False,3027.92
T00003039,2025-11-23 03:27:17,A001748,C00829,Saque ATM,Débito,Aprovada,Compras,Vestuário,Renner,5651.0,200.0,BRL,1,,,Santos,SP,Brasil,False,False,6251.66
T00003040,2025-12-05 03:35:31,A000502,C00396,Boleto,Débito,Aprovada,Compras,E-commerce,Amazon,5969.0,520.32,BRL,1,,,Niterói,RJ,Brasil,False,False,4492.64
T00003041,2025-12-21 17:41:45,A000236,C01135,Cartão Online,Débito,Aprovada,Impostos,IPVA,Detran,9399.0,263.82,BRL,1,,STRAFL,Blumenau,SC,Brasil,False,False,0.0
T00003042,2025-07-19 15:51:26,A000549,C01361,Cartão Presencial,Crédito,Aprovada,Alimentação,Supermercado,BomPreço,5411.0,93.76,BRL,1,True,WCR9K5,Caxias do Sul,RS,Brasil,False,False,1003.7
T00003043,2025-06-26 12:28:15,A000812,C00712,PIX,Débito,Aprovada,Transporte,Pedágio,Veloe,4784.0,1618.56,BRL,1,,,Maringá,PR,Brasil,False,False,3568.67
T00003044,2025-12-17 04:43:11,A001139,C00325,Internet Banking,Crédito,Aprovada,Compras,Vestuário,Loja Fashion,5651.0,650.97,BRL,1,,,Salvador,BA,Brasil,False,False,5572.12
T00003045,2024-11-25 18:29:11,A001099,C01357,PIX,Débito,Aprovada,Transporte,Aplicativo,99,4121.0,90.9,BRL,1,,,Blumenau,SC,Brasil,False,False,0.0
T00003046,2024-11-27 09:21:57,A000543,C01474,Cartão Online,Crédito,Aprovada,Compras,Livraria,Saraiva,5942.0,97.21,BRL,1,False,MJ8BR9,Niterói,RJ,Brasil,False,False,4727.22
T00003047,2025-08-05 19:09:15,A001973,C00961,PIX,Débito,Aprovada,Serviços,Telefonia,TIM,4814.0,207.71,BRL,1,,,Salvador,BA,Brasil,False,False,3279.94
T00003048,2025-03-25 10:51:01,A001123,C00906,App,Débito,Aprovada,Impostos,IPVA,Detran,9399.0,103.62,BRL,1,,,Brasília,DF,Brasil,False,False,6338.63
T00003049,2025-08-07 11:37:45,A001570,C01341,Boleto,Débito,Aprovada,Transporte,Aplicativo,InDrive,4121.0,44.67,BRL,1,,,Ribeirão Preto,SP,Brasil,False,False,0.0
T00003050,2025-12-15 11:35:45,A000494,C00409,PIX,Débito,Aprovada,Impostos,IPTU,Prefeitura Municipal,9399.0,1111.51,BRL,1,,,Ribeirão Preto,SP,Brasil,False,False,5719.02
T00003051,2025-02-06 05:02:02,A000649,C00650,Cartão Online,Crédito,Aprovada,Lazer,Bar,Bar do Zé,5813.0,76.28,BRL,1,,EU9NRM,Curitiba,PR,Brasil,False,False,3089.44
T00003052,2025-06-13 06:16:19,A000681,C00474,PIX,Débito,Aprovada,Transporte,Combustível,Shell Select,5541.0,242.39,BRL,1,,,Caxias do Sul,RS,Brasil,False,False,7023.85
T00003053,2024-12-28 05:25:02,A000041,C00690,PIX,Débito,Pendente,Serviços,Assinatura,Adobe,4899.0,360.46,BRL,1,,,Canoas,RS,Brasil,False,False,2554.09
T00003054,2025-08-19 19:53:57,A000412,C00276,DOC,Débito,Aprovada,Transporte,Estacionamento,Estacione Bem,7523.0,125.95,BRL,1,,,Ribeirão Preto,SP,Brasil,False,False,986.5
T00003055,2025-12-25 02:14:52,A001988,C00284,PIX,Débito,Aprovada,Impostos,Taxas,Sefaz,9399.0,3032.73,BRL,1,,,Londrina,PR,Brasil,False,False,3035.8
T00003056,2025-10-05 12:16:39,A000520,C00544,Cartão Online,Crédito,Aprovada,Serviços,Internet,Vivo Fibra,4816.0,88.41,BRL,1,False,PULEYN,Belo Horizonte,MG,Brasil,False,False,5911.19
T00003057,2024-09-16 13:57:22,A000968,C00110,PIX,Débito,Aprovada,Lazer,Bar,Bar do Zé,5813.0,1448.71,BRL,1,,,Goiânia,GO,Brasil,False,False,5332.95
T00003058,2026-01-16 07:04:06,A001240,C00779,Cartão Online,Débito,Aprovada,Impostos,IPVA,Detran,9399.0,238.85,BRL,1,False,LVBDGA,Feira de Santana,BA,Brasil,False,False,3824.9
T00003059,2025-06-13 00:00:58,A001566,C00882,PIX,Débito,Aprovada,Saúde,Clínica,Clínica Vida,8099.0,1069.08,BRL,1,,,Contagem,MG,Brasil,False,False,0.0
T00003060,2025-11-06 11:59:25,A000391,C00544,Cartão Online,Crédito,Aprovada,Serviços,Assinatura,Microsoft 365,4899.0,33.26,BRL,1,False,C6QYEX,Joinville,SC,Brasil,False,False,1977.76
T00003061,2026-01-18 05:31:52,A001188,C00707,Boleto,Débito,Aprovada,Habitação,Luz,Enel,4900.0,981.6,BRL,1,,,Brasília,DF,Brasil,False,False,1518.85
T00003062,2025-05-17 20:42:48,A002063,C01024,Internet Banking,Débito,Estornada,Serviços,Telefonia,TIM,4814.0,460.61,BRL,1,,,Brasília,DF,Brasil,False,False,6039.68
T00003063,2025-10-10 07:47:53,A001791,C00300,Boleto,Débito,Falha,Impostos,IPTU,Prefeitura Municipal,9399.0,440.11,BRL,1,,,Belo Horizonte,MG,Brasil,False,False,0.0
T00003064,2025-06-19 07:25:46,A001091,C01373,PIX,Débito,Falha,Habitação,Água,Sabesp,4900.0,2847.73,BRL,1,,,Goiânia,GO,Brasil,False,False,3034.95
T00003065,2025-01-19 21:43:33,A001250,C01293,Boleto,Débito,Aprovada,Saúde,Hospital,Santa Casa,8062.0,577.79,BRL,1,,,Volta Redonda,RJ,Brasil,False,False,8851.81
T00003066,2025-10-30 00:41:48,A000652,C01474,Boleto,Débito,Aprovada,Compras,Eletrônicos,FastShop,5732.0,487.14,BRL,1,,,São Paulo,SP,Brasil,False,False,4314.3
T00003067,2025-01-22 11:48:28,A000752,C00864,PIX,Débito,Aprovada,Serviços,Academia,Smart Fit,7997.0,136.14,BRL,1,,,Londrina,PR,Brasil,False,False,800.98
T00003068,2025-01-20 11:46:57,A001685,C01381,TED,Débito,Aprovada,Saúde,Hospital,Hospital Central,8062.0,634.48,BRL,1,,,São Paulo,SP,Brasil,False,False,3322.31
T00003069,2025-11-30 04:28:35,A000666,C01284,DOC,Débito,Aprovada,Saúde,Hospital,Hospital Central,8062.0,504.92,BRL,1,,,Maringá,PR,Brasil,False,False,8197.89
T00003070,2026-03-03 13:39:31,A000717,C00995,PIX,Débito,Aprovada,Alimentação,Supermercado,Pão de Açúcar,5411.0,347.39,BRL,1,,,Salvador,BA,Brasil,False,False,1736.45
T00003071,2025-04-02 12:45:06,A001817,C00961,DOC,Débito,Aprovada,Alimentação,Restaurante,Churras Grill,5812.0,60.18,BRL,1,,,Salvador,BA,Brasil,False,False,0.0
T00003072,2024-11-01 15:56:27,A001404,C00761,Cartão Presencial,Crédito,Aprovada,Alimentação,Lanchonete,Burger House,5814.0,107.33,BRL,1,True,E54TZJ,Porto Alegre,RS,Brasil,False,False,3185.75
T00003073,2024-11-07 23:16:08,A001955,C01280,DOC,Débito,Aprovada,Lazer,Cinema,Cinemark,7832.0,256.32,BRL,1,,,Canoas,RS,Brasil,False,False,642.59
T00003074,2025-11-03 06:28:20,A000205,C00258,Boleto,Débito,Aprovada,Transporte,Aplicativo,Uber,4121.0,211.2,BRL,1,,,Florianópolis,SC,Brasil,False,False,4142.16
T00003075,2024-11-17 06:26:57,A000728,C01275,Cartão Presencial,Crédito,Aprovada,Compras,Eletrônicos,FastShop,5732.0,148.57,BRL,1,True,REQW3D,Recife,PE,Brasil,False,False,3911.5
T00003076,2025-10-26 14:32:37,A000911,C00248,PIX,Débito,Aprovada,Habitação,Aluguel,Imobiliária Alpha,6513.0,784.55,BRL,1,,,Salvador,BA,Brasil,False,False,1475.24
T00003077,2025-04-17 01:32:20,A000589,C00906,PIX,Débito,Aprovada,Impostos,IPVA,Detran,9399.0,2057.54,BRL,1,,,Joinville,SC,Brasil,False,False,495.0
T00003078,2024-12-20 15:11:59,A001640,C01383,Internet Banking,Débito,Estornada,Transporte,Pedágio,Sem Parar,,322.72,BRL,1,,,Olinda,PE,Brasil,False,False,4301.69
T00003079,2024-09-18 20:00:38,A001602,C01140,Internet Banking,Débito,Aprovada,Lazer,Streaming,Disney+,,128.09,BRL,1,,,Brasília,DF,Brasil,False,False,3500.24
T00003080,2025-04-09 14:24:04,A000061,C00741,Cartão Online,Crédito,Aprovada,Serviços,Telefonia,Claro,4814.0,63.07,BRL,1,False,HS36ND,Uberlândia,MG,Brasil,False,False,4376.43
T00003081,2026-02-15 18:43:44,A001736,C00726,Cartão Presencial,Crédito,Aprovada,Transporte,Pedágio,Veloe,4784.0,147.43,BRL,1,True,2EW3RZ,Uberlândia,MG,Brasil,False,False,5717.34
T00003082,2026-01-23 04:21:25,A000456,C01193,PIX,Débito,Aprovada,Saúde,Clínica,Doctor Now,8099.0,985.39,BRL,1,,,Rio de Janeiro,RJ,Brasil,False,False,0.0
T00003083,2025-02-13 04:45:52,A001061,C01237,Cartão Presencial,Crédito,Pendente,Lazer,Cinema,UCI,7832.0,57.15,BRL,1,True,,Curitiba,PR,Brasil,False,False,5480.27
T00003084,2025-02-10 12:58:10,A000407,C01368,PIX,Débito,Aprovada,Habitação,Luz,Neoenergia,4900.0,7670.41,BRL,1,,,Curitiba,PR,Brasil,False,False,1957.75
T00003085,2025-06-18 23:57:59,A001884,C00135,PIX,Débito,Aprovada,Compras,Livraria,Saraiva,,1210.74,BRL,1,,,Vitória da Conquista,BA,Brasil,False,False,2838.56
T00003086,2025-12-24 06:29:53,A001953,C00371,TED,Débito,Aprovada,Habitação,Aluguel,Imobi+,,8968.63,BRL,1,,,Caxias do Sul,RS,Brasil,False,False,2118.8
T00003087,2025-09-13 12:02:21,A001198,C01172,PIX,Débito,Aprovada,Compras,Vestuário,Moda Center,5651.0,346.63,BRL,1,,,Salvador,BA,Brasil,False,False,3333.1
T00003088,2024-09-26 04:09:40,A001343,C01272,Boleto,Débito,Aprovada,Serviços,Assinatura,Dropbox,4899.0,333.56,BRL,1,,,Brasília,DF,Brasil,False,False,0.0
T00003089,2025-01-30 18:18:56,A000355,C00505,PIX,Débito,Aprovada,Impostos,Taxas,Sefaz,9399.0,887.4,BRL,1,,,Juiz de Fora,MG,Brasil,False,False,175.0
T00003090,2025-05-07 18:37:35,A000169,C01479,PIX,Débito,Aprovada,Compras,E-commerce,Americanas,5969.0,189.62,BRL,1,,,Caxias do Sul,RS,Brasil,False,False,1793.0
T00003091,2025-04-07 11:54:29,A001093,C00330,TED,Débito,Aprovada,Lazer,Cinema,UCI,7832.0,296.85,BRL,1,,,Uberlândia,MG,Brasil,False,False,5348.26
T00003092,2025-11-29 13:35:50,A001415,C01327,PIX,Débito,Aprovada,Habitação,Luz,Enel,4900.0,7353.33,BRL,1,,,Brasília,DF,Brasil,False,False,999.02
T00003093,2025-04-26 17:20:59,A001047,C01411,PIX,Débito,Estornada,Impostos,Taxas,Sefaz,9399.0,446.67,BRL,1,,,Juiz de Fora,MG,Brasil,False,False,3950.75
T00003094,2025-11-19 07:45:46,A002196,C00118,TED,Débito,Aprovada,Serviços,Telefonia,Claro,4814.0,360.94,BRL,1,,,Contagem,MG,Brasil,False,False,274.02
T00003095,2025-08-13 19:33:22,A000170,C01474,Boleto,Débito,Aprovada,Lazer,Show,Eventim,7922.0,886.57,BRL,1,,,Canoas,RS,Brasil,False,False,378.57
T00003096,2025-03-06 05:42:02,A001091,C01373,Boleto,Débito,Aprovada,Transporte,Combustível,Posto BR,5541.0,280.94,BRL,1,,,Aparecida de Goiânia,GO,Brasil,False,False,0.0
T00003097,2024-11-20 18:50:02,A002052,C00487,Boleto,Débito,Estornada,Serviços,Internet,Claro NET,4816.0,342.56,BRL,1,,,Curitiba,PR,Brasil,False,False,2296.57
T00003098,2024-10-06 01:26:19,A001601,C00267,Cartão Online,Crédito,Aprovada,Lazer,Streaming,Spotify,4899.0,35.18,BRL,1,False,JHBBE9,Goiânia,GO,Brasil,False,False,2447.91
T00003099,2025-08-08 17:47:01,A000903,C00678,PIX,Débito,Estornada,Impostos,Taxas,Sefaz,9399.0,612.17,BRL,1,,,Maringá,PR,Brasil,False,False,7138.58
T00003100,2025-03-02 08:21:12,A000205,C00258,PIX,Débito,Aprovada,Lazer,Show,Ticketmaster,7922.0,371.92,BRL,1,,,Duque de Caxias,RJ,Brasil,False,False,2191.62
T00003101,2025-07-15 12:53:11,A001867,C00900,PIX,Débito,Aprovada,Lazer,Bar,Bar do Zé,5813.0,362.49,BRL,1,,,Recife,PE,Brasil,False,False,4075.06
T00003102,2025-07-29 10:50:16,A001537,C00981,Cartão Presencial,Crédito,Aprovada,Transporte,Pedágio,Veloe,4784.0,35.61,BRL,1,True,GMU4TN,Feira de Santana,BA,Brasil,False,False,4292.5
T00003103,2024-11-01 23:12:57,A001915,C00673,Cartão Online,Crédito,Aprovada,Compras,Livraria,Livraria Cultura,5942.0,53.22,BRL,6,False,9HY3PZ,Vitória da Conquista,BA,Brasil,False,False,4012.93
T00003104,2024-10-27 06:31:01,A001507,C01206,Boleto,Débito,Aprovada,Lazer,Cinema,UCI,7832.0,207.43,BRL,1,,,Brasília,DF,Brasil,False,False,3628.97
T00003105,2024-09-19 10:21:25,A000611,C00095,Internet Banking,Débito,Pendente,Impostos,IPVA,Detran,9399.0,793.23,BRL,1,,,Goiânia,GO,Brasil,False,False,4829.86
T00003106,2025-11-21 09:51:43,A002118,C01403,Saque ATM,Débito,Aprovada,Lazer,Bar,Bar do Zé,5813.0,500.0,BRL,1,,,Caruaru,PE,Brasil,False,False,2644.29
T00003107,2024-10-06 15:41:45,A000084,C01438,Cartão Online,Crédito,Aprovada,Lazer,Streaming,Spotify,4899.0,98.67,BRL,1,False,TTR6LB,Feira de Santana,BA,Brasil,False,False,1956.13
T00003108,2025-04-06 04:58:43,A001383,C00463,PIX,Débito,Aprovada,Alimentação,Restaurante,Cantina Bella,5812.0,269.2,BRL,1,,,Caxias do Sul,RS,Brasil,False,False,5807.42
T00003109,2026-01-24 12:00:35,A001741,C00039,Cartão Presencial,Crédito,Aprovada,Saúde,Clínica,Clínica Vida,8099.0,82.78,BRL,6,True,HJRKYJ,Feira de Santana,BA,Brasil,False,False,1824.13
T00003110,2024-12-13 05:03:24,A001803,C01155,Cartão Presencial,Crédito,Aprovada,Saúde,Farmácia,Raia,5912.0,139.9,BRL,4,True,E2GLM6,Caruaru,PE,Brasil,False,False,3023.78
T00003111,2025-12-01 03:33:42,A000556,C00616,Boleto,Débito,Estornada,Compras,Eletrônicos,FastShop,5732.0,542.61,BRL,1,,,Feira de Santana,BA,Brasil,False,False,11039.87
T00003112,2026-01-26 09:19:11,A001152,C01021,Cartão Online,Crédito,Aprovada,Transporte,Combustível,Ipiranga,5541.0,44.96,BRL,1,False,4LLNBU,Caruaru,PE,Brasil,False,False,3104.2
T00003113,2026-02-18 01:50:04,A002077,C00723,Boleto,Débito,Aprovada,Habitação,Luz,Enel,4900.0,1027.9,BRL,1,,,Brasília,DF,Brasil,False,False,5014.73
T00003114,2025-02-16 12:56:07,A000192,C00230,TED,Débito,Aprovada,Habitação,Água,Sabesp,4900.0,1235.09,BRL,1,,,Aparecida de Goiânia,GO,Brasil,False,False,1972.66
T00003115,2026-01-19 02:47:40,A001248,C00141,PIX,Débito,Aprovada,Compras,Livraria,Saraiva,5942.0,911.07,BRL,1,,,Santos,SP,Brasil,False,False,1689.28
T00003116,2024-12-11 10:17:01,A001322,C01178,PIX,Débito,Aprovada,Alimentação,Lanchonete,Pastel & Suco,5814.0,74.85,BRL,1,,,Uberlândia,MG,Brasil,False,False,0.0
T00003117,2024-11-10 04:55:29,A001866,C00897,TED,Débito,Aprovada,Alimentação,Lanchonete,Pastel & Suco,5814.0,333.58,BRL,1,,,Brasília,DF,Brasil,False,False,3185.34
T00003118,2025-02-02 22:07:41,A001645,C01348,PIX,Débito,Aprovada,Impostos,IPTU,Prefeitura Municipal,9399.0,2498.41,BRL,1,,,Salvador,BA,Brasil,False,False,3364.99
T00003119,2025-09-14 10:07:52,A000251,C00488,Cartão Online,Crédito,Aprovada,Transporte,Pedágio,Sem Parar,4784.0,30.12,BRL,1,False,J7DCPP,Goiânia,GO,Brasil,False,False,4894.31
T00003120,2025-09-26 19:51:41,A000786,C00235,Cartão Presencial,Crédito,Falha,Compras,Vestuário,Renner,5651.0,145.0,BRL,1,True,,Goiânia,GO,Brasil,False,False,7724.53
T00003121,2025-09-05 22:38:31,A000492,C00964,Cartão Presencial,Crédito,Pendente,Compras,Livraria,Saraiva,5942.0,52.19,BRL,6,True,,Porto Alegre,RS,Brasil,False,False,1750.09
T00003122,2025-05-08 00:22:40,A000371,C00644,Boleto,Débito,Aprovada,Impostos,Taxas,Sefaz,9399.0,361.49,BRL,1,,,Brasília,DF,Brasil,False,False,3362.76
T00003123,2025-02-18 00:17:19,A001075,C00964,Cartão Online,Crédito,Aprovada,Compras,Livraria,Saraiva,5942.0,219.33,BRL,1,False,GKKDMF,Belo Horizonte,MG,Brasil,False,False,0.0
T00003124,2025-05-03 18:20:00,A002194,C00563,App,Débito,Aprovada,Saúde,Farmácia,Pague Menos,5912.0,322.0,BRL,1,,,Caxias do Sul,RS,Brasil,False,False,1870.16
T00003125,2025-08-26 01:29:16,A000079,C00759,PIX,Débito,Aprovada,Transporte,Estacionamento,Park&Go,7523.0,51.77,BRL,1,,,Aparecida de Goiânia,GO,Brasil,False,False,4639.8
T00003126,2025-11-03 03:57:15,A000110,C00136,PIX,Débito,Aprovada,Habitação,Condomínio,Condomínio Jardins,6536.0,2405.56,BRL,1,,,Aparecida de Goiânia,GO,Brasil,False,False,0.0
T00003127,2025-10-27 20:50:31,A001799,C00363,Boleto,Débito,Aprovada,Saúde,Farmácia,Raia,5912.0,1450.53,BRL,1,,,Maringá,PR,Brasil,False,False,3260.12
T00003128,2026-02-04 10:25:16,A000666,C01284,PIX,Débito,Aprovada,Lazer,Streaming,Disney+,4899.0,161.05,BRL,1,,,Brasília,DF,Brasil,False,False,4448.58
T00003129,2025-11-03 07:06:14,A001005,C00154,Cartão Online,Crédito,Pendente,Alimentação,Restaurante,Cantina Bella,5812.0,99.59,BRL,1,,,Volta Redonda,RJ,Brasil,False,False,1288.54
T00003130,2025-06-30 13:35:26,A000458,C00304,Cartão Online,Débito,Aprovada,Habitação,Água,Sabesp,4900.0,580.86,BRL,5,False,KPWSCG,Vitória da Conquista,BA,Brasil,False,False,2125.1
T00003131,2024-11-29 18:48:39,A001111,C00003,DOC,Débito,Aprovada,Saúde,Farmácia,Raia,5912.0,789.51,BRL,1,,,Brasília,DF,Brasil,False,False,4837.41
T00003132,2025-05-24 00:30:45,A001555,C01199,Boleto,Débito,Aprovada,Lazer,Streaming,Disney+,4899.0,96.51,BRL,1,,,Brasília,DF,Brasil,False,False,3632.24
T00003133,2024-10-23 01:38:38,A000007,C00286,Saque ATM,Débito,Aprovada,Saúde,Laboratório,Dasa,8071.0,100.0,BRL,1,,,Volta Redonda,RJ,Brasil,False,False,4361.53
T00003134,2024-10-04 23:05:17,A001689,C01356,PIX,Débito,Aprovada,Lazer,Cinema,UCI,7832.0,1336.69,BRL,1,,,Campinas,SP,Brasil,False,False,3531.64
T00003135,2025-01-05 11:55:19,A002102,C00732,Cartão Presencial,Crédito,Aprovada,Alimentação,Supermercado,Pão de Açúcar,5411.0,95.84,BRL,1,True,JYQP8D,Contagem,MG,Brasil,False,False,1609.87
T00003136,2025-10-24 19:40:55,A002166,C00870,Saque ATM,Débito,Aprovada,Compras,Livraria,Livraria Cultura,5942.0,400.0,BRL,1,,,Londrina,PR,Brasil,False,False,188.41
T00003137,2025-11-23 14:56:33,A000124,C00506,Cartão Online,Crédito,Aprovada,Alimentação,Delivery,iFood,5812.0,40.85,BRL,1,False,NE7AEX,Brasília,DF,Brasil,False,False,1526.21
T00003138,2025-08-02 05:19:58,A000754,C00168,PIX,Débito,Pendente,Impostos,Taxas,Sefaz,9399.0,2222.6,BRL,1,,,Rio de Janeiro,RJ,Brasil,False,False,2272.53
T00003139,2025-09-12 14:54:26,A000009,C01386,PIX,Débito,Aprovada,Habitação,Aluguel,Imobi+,6513.0,1982.99,BRL,1,,,Niterói,RJ,Brasil,False,False,670.02
T00003140,2025-10-27 18:38:21,A001664,C00063,TED,Débito,Aprovada,Habitação,Condomínio,Condomínio Jardins,6536.0,3881.79,BRL,1,,,Brasília,DF,Brasil,False,False,4774.56
T00003141,2024-10-24 22:44:39,A000547,C00884,PIX,Débito,Pendente,Alimentação,Restaurante,Cantina Bella,5812.0,359.2,BRL,1,,,Volta Redonda,RJ,Brasil,False,False,2940.39
T00003142,2025-02-27 09:45:34,A000718,C00060,Cartão Presencial,Débito,Aprovada,Habitação,Condomínio,Condomínio Alpha,6536.0,340.48,BRL,1,True,4573KZ,Londrina,PR,Brasil,False,False,1612.25
T00003143,2026-02-21 08:23:23,A001336,C00587,PIX,Débito,Aprovada,Habitação,Condomínio,Condomínio Alpha,6536.0,2362.91,BRL,1,,,Blumenau,SC,Brasil,False,False,3778.23
T00003144,2026-02-06 22:43:32,A001985,C00332,Cartão Online,Crédito,Aprovada,Alimentação,Supermercado,BomPreço,5411.0,53.94,BRL,1,False,QTM7NA,Santos,SP,Brasil,False,False,3775.44
T00003145,2025-07-24 13:55:10,A000585,C01341,Boleto,Débito,Aprovada,Lazer,Streaming,Disney+,4899.0,335.79,BRL,1,,,Florianópolis,SC,Brasil,False,False,4532.05
T00003146,2025-03-22 22:37:46,A000077,C00748,DOC,Débito,Aprovada,Transporte,Aplicativo,Uber,4121.0,158.34,BRL,1,,,Olinda,PE,Brasil,False,False,4829.18
